Pedido;Cliente;Produto;Valor Venda;Quantidade Vendida;Custo Envio;Data Pedido
IN-2014-52391;DP-13390;TEC-AC-10002852;101,358;1;11,47;13/09/2013
CA-2012-118955;LS-17230;FUR-CH-10001708;197,372;2;11,47;26/11/2011
CA-2013-144092;LH-17155;OFF-EN-10001434;158,13;3;11,47;12/09/2012
SA-2013-9720;MP-7965;TEC-ENE-10003801;83,46;2;11,47;08/08/2014
MX-2012-132157;TB-21250;FUR-FU-10000140;137,04;4;11,47;16/12/2013
ES-2014-3850519;LC-16960;OFF-ST-10001646;112,5;10;11,46;31/12/2012
IN-2013-69982;MV-18190;OFF-PA-10000951;58,752;2;11,46;08/05/2014
ID-2012-76289;DC-12850;OFF-AR-10001602;80,55;3;11,46;15/01/2013
ID-2013-84500;GZ-14470;TEC-PH-10003303;99,972;2;11,46;25/06/2013
CA-2012-105221;VM-21685;TEC-AC-10002323;35,36;2;11,46;27/11/2012
CA-2014-147942;MS-17365;OFF-BI-10001294;121,68;13;11,46;16/07/2013
TU-2011-3360;JS-5940;OFF-IBI-10002637;42,336;2;11,46;22/08/2013
BN-2013-2680;BP-1095;OFF-ELD-10004324;253,92;2;11,46;19/02/2013
TU-2014-8830;SC-10770;TEC-HEW-10000839;152,652;1;11,46;26/08/2014
US-2011-160360;KM-16375;FUR-CH-10000677;130,272;3;11,45;11/08/2011
MX-2013-133312;KH-16690;OFF-AP-10000600;94,96;2;11,45;16/01/2014
ES-2014-4821212;JL-15175;OFF-ST-10004035;115,2;5;11,45;04/09/2012
ID-2012-32532;SC-20230;OFF-SU-10004846;241,5;14;11,45;09/12/2011
ZI-2012-2500;ON-8715;OFF-BIN-10003023;57,096;4;11,45;12/09/2014
BK-2013-5970;GT-4710;TEC-CIS-10003676;176,88;2;11,45;10/07/2013
TO-2014-1980;JO-5550;OFF-HAM-10004471;173,64;4;11,45;20/11/2013
MX-2014-162173;AB-10060;FUR-CH-10003733;89,248;2;11,44;20/09/2012
ES-2014-5272129;BB-10990;OFF-AR-10001759;233,7;5;11,44;10/11/2011
ES-2014-2271414;AS-10225;TEC-CO-10000407;205,6065;1;11,44;30/09/2013
ES-2013-4305617;AF-10885;OFF-PA-10002645;118,68;4;11,44;22/03/2013
IN-2012-72040;MA-17995;OFF-ST-10001342;95,2674;2;11,44;24/09/2011
CA-2013-150350;MS-17770;OFF-EN-10002504;135,9;5;11,44;17/04/2014
MD-2011-8270;PO-9180;OFF-SME-10003530;197,49;1;11,44;28/01/2013
UP-2014-7090;JB-6045;OFF-JIF-10000165;88,56;6;11,44;12/08/2014
JO-2013-8110;DA-3450;OFF-HAM-10003992;233,04;4;11,44;25/01/2013
LT-2011-270;CV-2805;OFF-CAM-10004269;67,8;4;11,44;03/01/2012
MX-2014-132150;MC-17275;TEC-PH-10002647;78,08;2;11,43;10/01/2014
MX-2013-119795;JS-15685;OFF-PA-10003708;119,04;6;11,43;15/10/2014
ES-2011-3893444;TB-21400;OFF-ST-10000875;117,504;3;11,43;31/12/2013
ES-2012-2233016;DB-13120;OFF-AR-10001482;44,94;2;11,43;08/07/2013
ES-2013-3571687;BC-11125;OFF-AR-10001759;280,44;6;11,43;23/07/2014
IN-2013-80594;KA-16525;FUR-FU-10001977;217,32;2;11,43;10/12/2011
US-2013-113985;KD-16495;OFF-BI-10000632;104,184;3;11,43;17/10/2014
MX-2012-164098;TB-21055;OFF-EN-10004788;103,2;6;11,43;25/07/2012
MX-2013-128440;JP-15460;OFF-LA-10003271;71,04;12;11,42;21/08/2013
MX-2012-146290;SW-20245;TEC-PH-10000100;243,5;5;11,42;20/11/2014
MX-2012-147382;MH-17620;OFF-ST-10002070;142,08;4;11,42;16/08/2014
MX-2014-114874;SG-20470;OFF-AR-10000655;59,24;2;11,42;22/03/2014
MX-2012-138520;LD-16855;OFF-PA-10003133;98,64;3;11,42;08/08/2014
IT-2014-2009199;TB-21055;OFF-AR-10004519;164,7;3;11,42;15/10/2014
ES-2011-3257006;AA-10480;OFF-ST-10004739;112,212;4;11,42;06/12/2014
IN-2014-41121;PL-18925;FUR-BO-10003706;148,17;2;11,42;22/09/2012
IN-2011-27716;PB-19150;OFF-EN-10004462;126,54;6;11,42;24/09/2013
CA-2012-126725;BS-11665;FUR-FU-10002813;80,96;4;11,42;02/06/2013
GH-2012-9310;MM-7920;OFF-SME-10004370;127,47;1;11,42;15/09/2012
LH-2014-1320;ML-8040;FUR-SAU-10002642;100,008;2;11,42;07/06/2012
IV-2013-4490;JC-5385;FUR-HAR-10002288;147,09;1;11,42;09/07/2014
UP-2013-8480;EH-3945;OFF-SAN-10001114;49,83;1;11,42;09/09/2014
MX-2012-128636;EB-13705;OFF-LA-10000236;35,44;4;11,42;07/09/2011
MX-2014-119389;FG-14260;TEC-PH-10000599;203,616;3;11,41;22/06/2011
MX-2013-139766;BP-11290;FUR-BO-10003463;97,632;2;11,41;23/12/2014
IN-2011-53231;TC-21145;OFF-ST-10000542;241,92;9;11,41;12/08/2011
US-2013-161396;GM-14455;FUR-TA-10002622;205,176;2;11,41;12/12/2014
CA-2011-154599;KN-16450;TEC-PH-10000576;438,368;4;11,41;10/12/2013
US-2012-129546;TC-21535;OFF-AR-10004215;84,192;6;11,41;25/10/2011
ES-2014-1723873;RD-19720;OFF-AR-10000751;40,26;2;11,4;07/12/2012
ES-2012-1159109;BN-11515;TEC-MA-10004933;172,38;2;11,4;03/12/2013
IN-2013-59867;EP-13915;OFF-BI-10004181;109,32;4;11,4;01/09/2014
SO-2014-5380;CS-1845;OFF-TEN-10000827;134,13;1;11,4;21/05/2011
US-2013-134040;RB-19645;TEC-PH-10003935;223,632;4;11,4;27/03/2012
MX-2011-125227;FC-14245;FUR-CH-10001262;61,28;2;11,4;21/01/2014
MX-2012-148621;MM-17260;OFF-BI-10002841;102,54;3;11,4;02/05/2011
MX-2011-160346;SC-20380;TEC-CO-10000296;254,13072;2;11,39;18/12/2013
ES-2013-1653195;AD-10180;OFF-PA-10002369;89,28;6;11,39;08/04/2013
IT-2013-3191975;AH-10210;TEC-AC-10004508;166,05;3;11,39;11/03/2011
ES-2014-5630136;HZ-14950;OFF-PA-10001212;121,68;6;11,39;06/09/2013
IN-2014-74266;HM-14860;FUR-CH-10000608;198,7644;4;11,39;23/08/2011
ID-2014-69233;PO-19180;TEC-CO-10003250;463,2225;5;11,39;31/07/2013
LH-2011-1240;PO-9195;OFF-STA-10000298;89,046;6;11,39;10/05/2012
US-2014-160374;RH-19600;OFF-SU-10002423;98,64;5;11,39;06/06/2014
MX-2013-105046;AH-10465;OFF-PA-10001576;50,5;5;11,38;18/05/2014
IT-2013-3084790;SR-20740;TEC-AC-10004144;138,9;5;11,38;31/10/2011
ES-2012-1191624;RS-19870;OFF-ST-10004695;247,158;2;11,38;14/03/2013
IT-2014-1147467;MW-18235;FUR-FU-10001086;88,896;2;11,38;05/06/2012
ES-2013-5103526;MM-17260;FUR-FU-10001915;204,12;9;11,38;16/10/2013
ES-2013-3947822;HG-15025;FUR-FU-10004640;47,88;3;11,38;17/05/2013
IT-2011-1320928;RP-19270;OFF-AR-10000184;96,39;6;11,38;07/10/2013
IN-2013-17076;TH-21115;FUR-FU-10002803;43,038;2;11,38;12/06/2014
ID-2013-30544;CL-12700;TEC-MA-10004298;83,664;2;11,38;28/07/2014
IN-2012-44474;EP-13915;FUR-CH-10001382;157,968;3;11,38;04/11/2011
ID-2012-43900;JB-16045;TEC-AC-10001840;57,4308;3;11,38;19/09/2014
MX-2014-110898;CD-12280;OFF-BI-10004969;105,18;3;11,37;03/12/2014
ES-2012-2077845;HE-14800;OFF-BI-10001900;31,95;3;11,37;07/04/2014
IN-2012-17783;AB-10165;OFF-AR-10002797;126;8;11,37;06/06/2012
IN-2013-18483;ND-18460;OFF-AR-10001226;173,7;6;11,37;04/07/2014
PL-2013-4610;BW-1200;OFF-BIN-10000327;109,08;4;11,37;04/10/2014
TU-2014-1910;SM-10950;FUR-ELD-10000335;113,256;6;11,37;05/06/2012
EG-2014-1710;PT-9090;OFF-STA-10001112;134,82;6;11,37;25/06/2013
MO-2012-2660;CS-1860;OFF-BRE-10001107;561,54;1;11,37;28/12/2013
MX-2011-163636;ED-13885;FUR-FU-10000060;67,1;5;11,37;12/04/2011
US-2012-102484;RM-19750;OFF-ST-10003409;161,532;3;11,37;07/09/2012
IT-2013-4307043;KB-16315;FUR-FU-10000913;73,494;3;11,36;27/09/2012
ES-2014-5762425;AR-10570;OFF-AR-10001759;93,48;2;11,36;06/02/2012
ES-2012-3738573;BC-11125;OFF-BI-10004220;58,32;2;11,36;12/09/2011
IN-2013-27828;VT-21700;OFF-PA-10000026;197,28;4;11,36;28/10/2013
IN-2013-17139;JM-15655;OFF-SU-10003629;136,65;5;11,36;31/05/2013
IN-2011-77479;CW-11905;TEC-AC-10004938;122,13;3;11,36;15/08/2012
CA-2014-121538;RH-19495;OFF-PA-10004071;88,768;2;11,36;02/04/2012
CA-2011-166954;BT-11305;FUR-FU-10003708;303,25;5;11,36;27/08/2011
CA-2014-121258;DB-13060;TEC-PH-10003645;258,576;2;11,36;13/09/2013
AO-2014-7960;BE-1455;TEC-MEM-10001436;102,48;1;11,36;12/03/2014
MX-2013-168340;MD-17350;TEC-PH-10000931;259,74;3;11,36;24/03/2011
ES-2014-5706242;BS-11665;FUR-CH-10002085;197,352;3;11,35;09/08/2014
IN-2014-45174;JL-15235;FUR-BO-10004529;168,03;1;11,35;27/06/2012
IN-2013-76646;KM-16660;FUR-FU-10002648;118,8;5;11,35;16/07/2012
CA-2014-104822;RB-19465;OFF-LA-10002034;24,55;5;11,35;07/12/2012
RS-2014-8080;CC-2370;OFF-SAN-10003285;148,32;12;11,35;19/12/2011
BO-2012-7210;NR-8550;OFF-ROG-10003898;211,65;1;11,35;15/07/2014
IR-2013-9780;KD-6495;OFF-TEN-10004194;269,22;2;11,35;24/04/2013
US-2014-157315;HR-14770;OFF-ST-10004296;48;5;11,35;06/12/2012
IT-2014-2725928;JS-16030;OFF-PA-10004480;45,09;2;11,34;21/08/2012
ES-2014-1540015;GW-14605;OFF-AR-10002681;253,65;5;11,34;28/08/2012
ID-2012-55905;JO-15550;TEC-AC-10001022;39,75;2;11,34;18/06/2014
ID-2014-58096;MT-18070;TEC-PH-10001362;449,874;6;11,34;12/11/2012
CA-2011-156349;ML-17395;TEC-PH-10002726;83,984;2;11,34;19/07/2012
CA-2012-138002;BT-11305;FUR-FU-10004748;191,82;3;11,34;12/05/2014
CA-2011-141313;AJ-10780;OFF-PA-10003302;141,76;4;11,34;13/10/2014
CA-2014-140872;NR-18550;TEC-AC-10002942;110,4;2;11,34;06/06/2012
CA-2014-122798;SV-20935;OFF-ST-10003058;118,25;5;11,34;27/12/2013
CA-2011-163867;RE-19450;FUR-FU-10001475;61,544;7;11,34;19/09/2011
TU-2011-9940;NW-8400;FUR-BAR-10004553;126,348;1;11,34;01/06/2012
UP-2014-8060;BM-1140;OFF-STA-10000247;50,73;1;11,34;21/01/2014
MX-2012-147312;AH-10195;OFF-EN-10004560;45,2;4;11,33;13/11/2014
IN-2014-57151;AJ-10945;TEC-PH-10003823;201,285;3;11,33;09/08/2013
CA-2013-112669;KT-16465;OFF-ST-10001228;42,976;4;11,33;21/09/2012
UZ-2011-8840;EL-3735;OFF-ROG-10002818;62,16;1;11,33;27/08/2013
MX-2012-147669;NP-18700;TEC-PH-10004242;246,78;3;11,33;22/12/2013
MX-2012-127222;MB-17305;FUR-FU-10002630;65,16;2;11,32;25/09/2012
MX-2012-112480;LO-17170;OFF-ST-10002714;145,76;4;11,32;12/09/2014
ES-2011-3856710;SV-20365;OFF-BI-10000081;58,59;7;11,32;04/12/2013
ES-2014-4325220;BF-11005;OFF-PA-10001686;84,9;5;11,32;04/03/2014
ES-2012-2268382;GT-14635;TEC-AC-10001187;143,1;2;11,32;09/10/2013
ES-2012-2677676;DM-13345;OFF-ST-10002659;129,6;3;11,32;11/08/2014
IN-2012-60644;SM-20005;OFF-SU-10004846;62,1;2;11,32;17/06/2014
ID-2013-29102;HG-14965;TEC-PH-10004760;234,792;4;11,32;31/03/2011
IN-2014-51187;MN-17935;OFF-EN-10000296;84,75;5;11,32;27/01/2012
CA-2014-157966;SU-20665;TEC-PH-10001527;34,36;1;11,32;30/11/2014
CA-2013-137939;PJ-19015;TEC-PH-10003589;89,95;5;11,32;06/08/2011
EG-2013-1510;GM-4440;OFF-ROG-10003993;141,63;1;11,32;25/06/2014
MX-2013-145408;IL-15100;FUR-BO-10003043;153,568;2;11,32;10/09/2013
MX-2013-107475;GR-14560;OFF-SU-10000925;47,36;2;11,31;12/05/2014
MX-2013-142965;SF-20065;OFF-PA-10001385;58,9;5;11,31;12/08/2013
ES-2012-3519634;CH-12070;FUR-BO-10003554;719,85;5;11,31;13/05/2013
ES-2013-1433183;SR-20425;OFF-AR-10001720;197,88;4;11,31;29/09/2014
ES-2014-4875323;TG-21310;OFF-AR-10002805;87,48;2;11,31;10/12/2014
ZA-2012-4180;CH-2070;OFF-SME-10001853;104,94;6;11,31;20/05/2013
US-2013-112823;DL-12925;FUR-BO-10004899;158,472;2;11,31;10/11/2012
IT-2012-1226862;KB-16240;OFF-AR-10003217;42,525;5;11,3;12/11/2014
ID-2012-30873;EH-13945;OFF-PA-10002974;105,4011;7;11,3;17/10/2011
IN-2012-21493;SG-20470;TEC-AC-10002335;115,02;1;11,3;24/06/2014
SY-2014-10;BP-1095;OFF-WIL-10003532;48,96;1;11,3;30/04/2014
MX-2012-158526;BK-11260;OFF-BI-10000029;138,08;4;11,3;13/06/2014
ES-2011-3002504;AA-10480;OFF-ST-10003153;134,61;1;11,29;10/07/2014
ES-2011-4517621;KM-16375;OFF-SU-10004524;138,6;4;11,29;19/04/2012
IN-2013-20303;KC-16540;FUR-BO-10001967;410,346;3;11,29;01/05/2012
ID-2011-57494;MZ-17515;FUR-FU-10004797;113,7486;7;11,29;18/06/2013
ID-2013-40694;FA-14230;OFF-AR-10002256;71,4378;2;11,29;17/11/2011
ID-2014-80440;RD-19810;TEC-AC-10000115;98,028;2;11,29;01/11/2011
CA-2014-157931;MO-17800;OFF-PA-10000474;106,32;3;11,29;24/12/2014
NI-2011-4760;DV-3045;OFF-HOO-10002715;40,158;2;11,29;08/09/2011
MO-2014-380;CL-2565;OFF-BIN-10001715;309,78;6;11,29;02/07/2012
CG-2012-1650;MC-7635;TEC-MEM-10001409;71,34;1;11,29;18/06/2014
MX-2013-115497;BE-11335;OFF-EN-10000857;127,5;5;11,29;15/09/2014
US-2014-118794;SH-20635;OFF-ST-10001440;77,472;4;11,29;27/10/2014
US-2012-105753;SL-20155;FUR-CH-10001347;111,04;5;11,29;07/11/2013
ES-2014-2426460;MH-17290;OFF-AR-10001190;107,82;2;11,28;16/09/2014
ES-2014-1029595;RD-19720;TEC-PH-10001432;145,98;1;11,28;03/06/2014
ES-2013-1040971;MF-17665;OFF-ST-10004317;110,187;7;11,28;02/09/2013
ES-2011-5532122;RD-19810;OFF-FA-10001097;80,43;7;11,28;07/06/2011
IN-2011-59328;BE-11335;FUR-FU-10000526;192,726;2;11,28;12/01/2012
IN-2011-85130;HR-14830;OFF-ST-10000299;108,48;2;11,28;13/09/2013
CA-2014-110940;AZ-10750;OFF-AR-10000380;121,536;4;11,28;13/11/2013
TS-2014-1870;PJ-8835;OFF-BRE-10003081;122,58;2;11,28;24/06/2014
MX-2014-137911;SS-20875;TEC-AC-10001055;76,44;2;11,28;27/09/2011
US-2014-134558;PF-19225;FUR-FU-10001791;146,61;9;11,28;19/12/2014
MX-2013-136035;RO-19780;OFF-BI-10001504;100,68;3;11,27;16/07/2014
MX-2013-104178;NP-18685;OFF-ST-10002070;142,08;4;11,27;20/08/2012
IT-2014-1331498;CY-12745;OFF-EN-10003177;114,3;5;11,27;09/07/2013
ES-2012-4293573;BW-11110;OFF-ST-10000580;173,61;3;11,27;18/06/2013
ES-2012-3549312;GT-14755;OFF-BI-10001808;147,69;3;11,27;02/10/2012
IN-2014-32812;Co-12640;TEC-CO-10000560;185,0688;2;11,27;08/09/2014
ID-2014-74238;KH-16510;OFF-BI-10001867;46,512;4;11,27;01/01/2014
ID-2014-56983;BV-11245;OFF-BI-10004250;116,64;4;11,27;06/09/2014
ID-2014-77661;NP-18685;FUR-CH-10002412;62,3712;2;11,27;18/09/2012
CA-2012-115945;AB-10165;OFF-ST-10001963;304,23;3;11,27;19/05/2012
CA-2011-124702;MH-17785;FUR-FU-10003553;137,54;2;11,27;18/10/2013
KE-2014-4330;PL-8925;OFF-AME-10004759;169,38;6;11,27;14/05/2012
IS-2013-7870;AO-810;OFF-BIN-10003023;47,58;1;11,27;19/12/2013
MX-2014-109071;MC-17425;TEC-PH-10004901;135,96;3;11,27;30/09/2014
MX-2011-100587;SC-20050;OFF-ST-10003929;272,2;2;11,27;05/05/2012
MX-2012-133557;BF-11275;OFF-PA-10001091;70,56;4;11,27;30/03/2013
MX-2012-151260;JC-15385;OFF-EN-10004580;135,92;4;11,27;23/01/2012
MX-2014-115091;TB-21625;FUR-FU-10003150;162,6;5;11,26;11/12/2014
ES-2013-3243058;RE-19405;FUR-CH-10001153;128,22;2;11,26;23/03/2012
ES-2014-4783477;IG-15085;OFF-ST-10004739;140,265;5;11,26;19/11/2012
ES-2014-5160909;KM-16375;OFF-ST-10003455;207,33;2;11,26;20/09/2012
ES-2012-4070273;MS-17365;TEC-AC-10000394;231;4;11,26;26/03/2011
IN-2011-45496;KB-16585;TEC-AC-10002702;166,92;2;11,26;23/06/2011
ID-2014-45055;ME-17725;OFF-PA-10003418;42,675;5;11,26;24/06/2014
ID-2013-18966;CK-12205;FUR-CH-10002749;114,78;2;11,26;14/02/2012
IN-2013-61127;KB-16585;OFF-FA-10000838;118,2;10;11,26;12/12/2013
ID-2013-12148;BP-11155;OFF-PA-10001086;128,5515;5;11,26;30/08/2014
IN-2014-21087;PO-19195;OFF-SU-10003522;85,293;3;11,26;21/03/2014
CA-2012-120810;TH-21550;FUR-FU-10002253;128,82;3;11,26;23/12/2013
US-2011-157070;QJ-19255;OFF-BI-10001765;138,56;4;11,26;04/04/2011
CG-2014-5520;MH-8115;FUR-SAF-10000545;170,19;1;11,26;12/09/2012
MX-2013-144190;JF-15415;OFF-SU-10003485;91;5;11,26;23/06/2012
MX-2013-129301;HG-14845;FUR-BO-10002383;235,116;3;11,26;19/08/2013
MX-2014-139262;CM-11830;OFF-SU-10004794;94,98;3;11,26;25/10/2011
US-2012-145205;TB-21280;TEC-AC-10001705;86,94;3;11,25;14/09/2011
MX-2014-156160;SP-20545;FUR-BO-10001969;179,232;2;11,25;10/02/2014
ES-2014-5566428;DB-13270;FUR-CH-10003248;126,927;3;11,25;25/11/2013
ES-2011-2087720;CB-12415;FUR-BO-10004914;143,37;1;11,25;27/09/2013
ID-2014-31160;DM-13015;OFF-LA-10000707;38,88;5;11,25;09/08/2012
CA-2014-125472;BD-11725;FUR-BO-10000330;241,96;2;11,25;30/09/2011
CA-2014-169999;JS-15685;OFF-ST-10001511;129,3;2;11,25;04/09/2014
MX-2014-141215;BF-11275;OFF-ST-10003184;156,8;5;11,25;08/08/2013
MX-2011-101175;JS-15595;TEC-PH-10001575;130,62;3;11,24;28/09/2011
MX-2013-166604;JL-15235;OFF-BI-10004177;39,32;2;11,24;13/05/2013
ES-2012-4072999;DK-12985;OFF-LA-10002334;71,82;7;11,24;25/11/2011
ES-2014-3563838;MB-17305;TEC-AC-10003904;81,69;1;11,24;13/11/2014
ES-2011-1579115;MC-17575;TEC-CO-10002601;191,13;1;11,24;14/06/2011
ID-2013-59566;SC-20800;FUR-CH-10001397;135,9333;3;11,24;03/05/2014
IN-2014-39434;JB-15925;OFF-EN-10001162;77,1;2;11,24;29/05/2012
IN-2012-72600;LH-16900;TEC-MA-10000684;136,89;3;11,24;04/12/2014
CA-2014-108574;MG-18145;TEC-PH-10003555;128,744;7;11,24;02/10/2012
CA-2011-154158;CC-12670;FUR-CH-10004698;64,784;1;11,24;23/06/2011
SF-2011-4660;LL-6840;OFF-KRA-10001807;115,56;4;11,24;15/11/2013
US-2013-162600;MA-17560;OFF-ST-10003750;107,46;5;11,24;06/07/2013
MX-2012-140767;RB-19795;TEC-MA-10004985;436,32;4;11,24;03/05/2014
MX-2014-130715;ZC-21910;TEC-MA-10001080;156,24;3;11,24;28/05/2014
MX-2012-156223;JF-15355;OFF-AR-10002499;130,34;7;11,23;12/08/2013
ES-2014-2665002;TS-21085;OFF-BI-10000368;87,99;7;11,23;12/01/2014
IN-2014-32091;CK-12595;FUR-FU-10000666;219,78;2;11,23;04/09/2014
IN-2014-84780;JH-15985;OFF-SU-10002831;101,76;4;11,23;20/09/2014
CA-2014-110905;RW-19690;TEC-AC-10002217;112,8;6;11,23;06/01/2012
CA-2014-139304;VG-21790;OFF-BI-10002498;119,616;8;11,23;08/05/2014
PL-2014-1890;FO-4305;TEC-BRO-10002103;148,74;1;11,23;22/01/2014
US-2011-156706;TT-21070;FUR-FU-10003036;56,628;3;11,23;14/07/2014
MX-2013-119697;BG-11035;OFF-BI-10003373;163,2;5;11,22;13/07/2013
MX-2014-163958;KE-16420;OFF-FA-10002084;69,92;8;11,22;27/09/2011
MX-2011-135552;QJ-19255;OFF-EN-10003898;87,22;7;11,22;04/08/2012
IT-2013-1582139;JM-15535;TEC-MA-10000002;204,084;2;11,22;04/02/2014
IN-2011-59328;BE-11335;OFF-PA-10001720;171,639;13;11,22;12/01/2011
IN-2012-58033;LH-16750;TEC-AC-10002221;101,412;4;11,22;12/11/2014
CA-2013-126529;DE-13255;OFF-PA-10003656;63,312;3;11,22;22/11/2014
CA-2011-146283;KT-16465;OFF-PA-10000482;182,112;6;11,22;13/08/2013
SA-2014-7510;TM-11490;OFF-KLE-10004771;173,88;4;11,22;26/06/2013
CA-2013-5920;JM-5655;TEC-BRO-10003380;520,98;2;11,22;19/05/2011
MX-2011-112914;KH-16360;TEC-PH-10003793;86,96;2;11,22;27/02/2013
ES-2012-3495013;KL-16555;OFF-BI-10001253;82,08;6;11,21;29/07/2012
ES-2012-1965184;CM-12190;OFF-BI-10000341;258,9;5;11,21;15/07/2011
ES-2012-5419499;AA-10480;OFF-LA-10004737;88,128;8;11,21;25/11/2013
ID-2012-61722;TC-21145;FUR-BO-10001342;96,798;1;11,21;14/02/2011
IN-2011-75806;AC-10450;OFF-ST-10001124;254,07;5;11,21;26/08/2011
IN-2012-50935;AS-10135;OFF-EN-10004755;163,92;8;11,21;25/11/2011
IN-2011-45552;JL-15130;FUR-CH-10004863;241,6446;2;11,21;23/12/2011
CA-2011-123925;RF-19840;OFF-AR-10002952;40,05;3;11,21;14/08/2014
AG-2014-2110;TB-11250;OFF-SAN-10002839;207,12;4;11,21;03/05/2012
MX-2014-132262;HM-14980;FUR-CH-10002846;105,32;2;11,21;16/08/2013
MX-2013-113222;CL-12700;OFF-ST-10000442;76,8;5;11,21;08/11/2013
MX-2014-111234;PV-18985;OFF-LA-10000692;43,12;7;11,21;10/10/2014
MX-2013-117996;CK-12595;OFF-EN-10000075;100,44;3;11,2;09/08/2011
IT-2014-2226547;SL-20155;TEC-PH-10004882;117,396;3;11,2;29/04/2013
ES-2012-5870268;RF-19735;OFF-FA-10003717;96,75;5;11,2;22/03/2011
IN-2014-13331;BD-11560;TEC-AC-10001438;123,12;3;11,2;19/07/2011
ID-2012-26778;EH-14185;TEC-CO-10003522;118,2;2;11,2;01/08/2014
IN-2013-82771;KD-16495;OFF-BI-10002520;34,2;6;11,2;07/10/2011
CA-2014-161172;SP-20920;OFF-ST-10000675;54,224;2;11,2;02/12/2013
CA-2012-109603;EM-13825;OFF-PA-10003790;182,72;8;11,2;05/12/2014
TU-2013-8550;JJ-5445;FUR-TEN-10000296;130,944;8;11,2;26/04/2014
IR-2014-890;MG-7680;OFF-FIS-10004915;87,84;2;11,2;20/11/2012
CG-2013-6080;LC-6885;OFF-KLE-10001644;81,66;2;11,2;11/03/2014
NI-2014-7410;SF-10200;TEC-KON-10004774;93,555;1;11,2;19/07/2013
ES-2011-4237527;BP-11230;TEC-AC-10004379;123,12;3;11,19;30/10/2013
ES-2013-5628468;TH-21100;OFF-EN-10002465;122,94;6;11,19;30/10/2014
IN-2014-74301;BP-11230;OFF-FA-10000899;147,987;9;11,19;07/12/2013
IN-2012-55618;MG-17695;OFF-ST-10000007;412,02;3;11,19;17/11/2012
IN-2011-40512;LT-17110;TEC-PH-10002443;252,0378;2;11,19;03/08/2013
IN-2011-28654;TC-20980;FUR-FU-10004182;252;8;11,19;27/11/2014
ID-2012-50193;ZC-21910;OFF-PA-10002416;65,5557;7;11,19;20/11/2012
CA-2012-136147;FM-14380;OFF-BI-10004224;121,104;6;11,19;05/12/2014
CA-2014-6280;JD-5895;OFF-BOS-10000363;116,88;4;11,19;17/07/2014
CA-2012-8480;SV-10365;OFF-SAN-10002839;103,56;2;11,19;11/02/2013
ES-2014-2018713;KD-16495;OFF-BI-10000734;98,4;2;11,18;27/09/2013
ES-2014-3096832;BW-11065;OFF-PA-10004470;144,9;3;11,18;23/11/2013
IN-2013-36557;RB-19330;OFF-EN-10000315;111,72;7;11,18;13/10/2014
SF-2014-6380;ML-7755;FUR-HAR-10001792;61,62;1;11,18;28/08/2014
CA-2014-7280;TH-11115;FUR-DEF-10000384;43,95;1;11,18;04/04/2011
US-2013-123085;TB-21355;OFF-PA-10000036;95,004;7;11,17;22/01/2013
ES-2012-1530191;PB-18805;OFF-BI-10004903;25,47;3;11,17;23/10/2014
ES-2014-5831908;BP-11155;TEC-AC-10004704;138,96;3;11,17;25/09/2012
ES-2014-1277554;CK-12325;FUR-FU-10003325;158,22;4;11,17;09/05/2011
ES-2013-1205816;SO-20335;TEC-AC-10002900;211,05;5;11,17;22/07/2014
ID-2014-83044;SG-20605;TEC-PH-10001754;96,552;2;11,17;06/11/2013
SA-2013-8010;SB-10290;OFF-XER-10003329;111;4;11,17;02/12/2014
TU-2011-5460;JF-5355;OFF-HAM-10003872;114,864;4;11,17;18/07/2011
US-2013-127586;SC-20050;OFF-BI-10002594;94,192;7;11,16;16/06/2014
MX-2013-145408;IL-15100;OFF-ST-10001393;114,78;3;11,16;28/07/2012
ES-2014-3197699;ST-20530;OFF-BI-10000121;47,04;7;11,16;07/01/2014
ES-2012-3301813;RD-19810;OFF-AP-10002229;211,41;3;11,16;15/09/2014
ES-2013-2061669;AA-10375;OFF-BI-10001754;42,03;3;11,16;23/09/2014
ES-2014-1110806;LS-16945;OFF-BI-10002040;92,43;3;11,16;03/12/2014
IT-2011-2413417;SJ-20500;OFF-PA-10003899;55,17;3;11,16;22/08/2014
IN-2014-52482;MC-17575;OFF-ST-10004703;46,5;2;11,16;27/06/2013
IN-2012-14640;EH-13765;FUR-BO-10003384;221,508;2;11,16;28/09/2011
ID-2013-25329;RF-19735;TEC-AC-10002324;206,388;4;11,16;05/11/2012
IN-2013-48324;DK-12895;FUR-CH-10000351;85,5414;2;11,16;15/10/2012
CA-2013-130267;SW-20245;OFF-PA-10002222;159,88;7;11,16;17/06/2014
EG-2011-5220;MC-7275;TEC-NOK-10004278;137,79;1;11,16;07/08/2013
CM-2014-9300;MH-7620;OFF-XER-10003901;60,96;2;11,16;16/08/2011
SO-2013-3820;CS-2400;OFF-CUI-10004536;132,84;2;11,16;12/12/2013
RO-2014-1840;SE-10110;FUR-SAU-10004221;149,82;1;11,16;25/03/2011
EG-2013-3080;NL-8310;TEC-MOT-10004345;146,1;2;11,16;08/12/2011
US-2014-118752;RK-19300;FUR-CH-10000604;114,528;3;11,16;21/11/2012
US-2014-113411;LB-16795;FUR-CH-10001332;254,88;9;11,16;14/08/2014
